id,age,gender,region,income_level,education_level,daily_role,device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,study_mins,physical_activity_days,sleep_hours,sleep_quality,anxiety_score,depression_score,stress_level,happiness_score,focus_score,high_risk_flag,device_type,productivity_score,digital_dependence_score
864,22,Male,Africa,High,High School,Unemployed_Looking,4.77,93,314,78,123,1.0,8.700813455744752,3.962131002133576,3.0,2.0,1.0,9.0,72.0,0,Tablet,83.0,24.4
865,34,Male,Asia,Lower-Mid,High School,Full-time Employee,9.39,122,263,34,169,4.0,6.192654804906375,1.0571830174304535,8.0,15.0,6.00454051873671,7.5,45.0,0,Laptop,65.29930112427833,38.3
866,17,Male,Middle East,Lower-Mid,High School,Student,3.85,79,172,250,146,7.0,9.342626606962863,4.259946536556166,5.0,5.0,6.600844801492735,9.1,55.0,0,iPhone,65.29930112427833,17.5
867,28,Female,Europe,High,Bachelor,Unemployed_Looking,12.97,245,372,115,88,1.0,6.634147259629793,1.0,4.0,21.0,3.332201403530384,6.5,20.0,0,Android,68.0,59.2
868,26,Female,Asia,Lower-Mid,Bachelor,Part-time/Shift,4.35,76,374,123,94,3.0,6.982684102662538,3.984367979516001,12.148049519503392,0.0,1.1603078964512723,8.6,32.0,0,iPhone,68.0,24.3
869,18,Male,North America,Lower-Mid,Bachelor,Student,3.09,66,652,72,141,3.0,9.711994958684649,4.94581353779113,7.0,5.0,1.0,9.0,18.0,0,Laptop,65.29930112427833,26.7
870,25,Female,Asia,Low,Bachelor,Part-time/Shift,6.77,102,210,256,138,5.0,7.622802554295504,3.153890915325362,9.567168482774669,7.0,6.867011266892613,9.6,26.0,0,iPhone,85.0,27.5
871,24,Female,Middle East,Upper-Mid,Bachelor,Student,4.54,87,209,71,111,5.0,8.492802363743372,3.069089608948276,6.043938464614872,9.0,7.850400360845813,10.0,59.0,0,iPhone,63.0,21.4
873,44,Male,North America,Lower-Mid,Bachelor,Caregiver/Home,3.1,68,236,125,35,2.0,8.849264246882992,2.930067969952116,1.0,6.0,1.0,6.418568102444702,41.59859976662777,0,Android,51.0,19.3
875,33,Female,South America,Upper-Mid,Master,Unemployed_Looking,8.0,180,257,104,24,5.0,6.264725943017468,2.1769680415343897,4.612988290121212,6.0,1.0,8.1,46.0,0,iPhone,65.0,39.5
877,18,Female,Asia,Lower-Mid,Bachelor,Full-time Employee,6.14,147,165,70,225,1.0,10.439114124295322,4.725704858603803,4.989549015910679,2.0,1.0,8.5,65.0,0,Tablet,60.0,28.7
879,19,Female,Asia,Low,High School,Student,8.38,181,596,164,126,4.0,7.087314262668225,2.06626821047886,5.731191866358055,10.0,1.0,6.418568102444702,11.0,0,iPhone,65.0,47.8
880,41,Female,Africa,High,Bachelor,Full-time Employee,7.63,109,368,266,240,7.0,8.35197510444942,3.3578421292845366,7.070883311049082,2.0,2.5731321349971914,9.2,16.0,0,Tablet,65.29930112427833,35.8
882,17,Male,Europe,Lower-Mid,High School,Student,3.91,73,93,216,232,2.0,8.035344806637664,2.879828050765577,3.0,5.0,6.223509367707203,6.2,64.0,0,Laptop,60.0,15.3
883,16,Male,South America,Lower-Mid,High School,Student,5.73,122,95,100,144,0.0,5.7988608303312,3.7613655063501,2.0,6.0,10.0,10.0,75.0,0,Android,60.0,23.7
885,30,Male,Middle East,High,Bachelor,Full-time Employee,4.14,76,768,2,100,4.0,8.082853922302787,3.058895776305213,5.0,1.0,3.978738133474146,9.9,15.0,0,iPhone,72.0,34.1
886,23,Female,Europe,Lower-Mid,Bachelor,Full-time Employee,8.22,156,828,128,0,5.0,6.499559365198071,3.071837349036883,8.799183392042407,16.0,1.0,7.5,0.0,0,Android,83.0,51.1
887,20,Male,South America,Low,High School,Unemployed_Looking,4.57,129,380,321,20,0.0,8.81081602671319,1.7365159697946306,5.0,1.0,4.344820771438518,6.7,25.0,0,Android,71.0,28.8
888,22,Female,Europe,Low,Bachelor,Part-time/Shift,4.61,76,483,35,90,7.0,9.183099101465224,3.285087132835697,8.946630279718434,0.0,5.521994467546694,6.2,37.0,0,Tablet,61.0,27.5
889,13,Male,North America,Low,High School,Student,9.74,200,124,319,55,5.0,7.988631830536311,2.0915962658621803,4.0,8.0,1.0,3.2,45.0,0,Tablet,71.0,40.0
891,19,Female,North America,Low,Bachelor,Part-time/Shift,5.89,79,355,108,125,3.0,6.42092207902342,1.9799678573991168,3.274184787362325,7.0,1.0,8.4,31.0,0,iPhone,73.0,26.9
892,21,Male,Middle East,Low,Bachelor,Student,3.73,103,199,42,75,1.0,5.646633030151687,3.871043788164575,3.0,6.0,4.106609396176411,2.7,74.0,0,iPhone,70.0,20.2
894,34,Female,Europe,Lower-Mid,High School,Full-time Employee,7.62,181,505,43,119,3.0,6.555820071633935,3.9682379293562815,6.014335671902892,9.0,9.907563290380976,0.0,21.0,0,Android,77.0,44.7
895,31,Male,Middle East,High,High School,Part-time/Shift,6.16,128,102,73,142,3.0,8.292195447689256,4.934027254755961,4.0,5.0,1.0,9.6,84.0,0,Tablet,79.0,26.3
896,30,Male,Africa,High,Bachelor,Part-time/Shift,5.09,92,417,49,83,1.0,7.079677620003456,2.855759190456433,4.0,8.0,3.2973641601643804,8.3,59.0,0,Android,71.0,28.8
897,24,Female,South America,Low,Bachelor,Student,4.59,107,632,191,0,5.0,8.589184595203303,4.169505265194258,7.147937751404296,1.0,1.8820074842798016,9.1,10.0,0,Tablet,63.0,34.0
898,34,Male,Africa,High,Master,Part-time/Shift,4.79,38,807,84,0,7.0,8.779849710423415,3.3169729413815983,3.0,1.0,4.559091735971651,9.6,0.0,0,Tablet,66.0,33.9
899,33,Female,North America,Low,Master,Unemployed_Looking,10.57,134,353,75,60,5.0,6.264613453394533,2.096617999031178,10.9523317889692,19.0,1.0,6.7,34.0,0,iPhone,77.0,36.68415185296776
900,26,Female,Asia,High,Master,Full-time Employee,10.67,157,300,254,0,7.0,7.851152824898647,1.335852478275172,8.73683132455876,17.0,6.5414205057166175,2.9,35.0,0,Laptop,57.0,44.6
901,24,Female,Europe,Low,Bachelor,Part-time/Shift,6.75,65,295,144,35,0.0,6.5912760011050056,2.6558798975136937,4.80106316057784,7.0,1.312946331707292,9.4,47.0,0,Android,69.0,26.8
902,23,Male,Asia,Lower-Mid,Bachelor,Student,7.04,107,612,196,0,0.0,7.399403274688606,1.6456209087712217,6.0,9.0,3.378115295544419,8.6,0.0,0,Tablet,61.0,39.3
903,33,Female,Europe,Low,Master,Part-time/Shift,6.45,121,306,48,40,2.0,7.851748108864345,1.8283621811492805,3.2012686824166527,5.0,10.0,2.4,42.0,0,Tablet,65.29930112427833,32.1
906,23,Female,North America,High,Master,Student,6.76,161,564,185,0,4.0,5.228875723257589,4.903123394637417,8.71387828573921,5.0,4.021403135400634,5.3,6.0,0,Laptop,65.0,41.8
907,31,Male,South America,Low,High School,Full-time Employee,8.38,199,195,260,36,2.0,7.718150271095561,1.9582928727383653,7.0,8.0,4.18459768592785,4.3,34.0,0,iPhone,51.0,40.7
909,20,Female,North America,Lower-Mid,Bachelor,Part-time/Shift,8.96,184,268,279,255,2.0,7.240334662567964,1.0,8.606748190697438,15.0,1.2470263844435137,6.4,18.0,0,Android,71.0,36.68415185296776
911,50,Female,Africa,Upper-Mid,High School,Part-time/Shift,8.82,143,274,0,86,2.0,8.061232232637723,1.9467820018782973,9.197341032710495,9.0,4.115120799831923,5.7,61.0,0,Android,62.0,40.4
912,27,Female,Europe,Lower-Mid,PhD,Full-time Employee,6.76,118,203,280,44,3.0,5.60120663017127,3.0020124255064475,2.4667777792507057,5.0,1.885692750938577,10.0,48.0,0,Laptop,67.0,36.68415185296776
917,30,Female,South America,Upper-Mid,High School,Unemployed_Looking,3.81,90,439,49,0,5.0,8.160820039270762,3.217688672186867,7.9567847181427265,4.0,9.903964858138572,0.0,26.0,0,Android,71.0,26.1
919,33,Male,Europe,High,Master,Full-time Employee,4.41,108,587,301,48,7.0,7.759529595939946,1.433929428576049,5.0,11.0,4.606405607906872,2.3,0.0,0,Tablet,65.29930112427833,33.4
920,23,Male,Africa,Low,Master,Student,5.59,128,800,116,88,4.0,6.169951133929495,3.028544541667032,4.0,10.0,9.849896122488977,8.4,0.0,0,Tablet,67.0,42.3
922,23,Male,North America,Low,Bachelor,Student,3.21,113,265,63,68,3.0,7.135398647836396,3.964899042811377,2.0,0.0,3.859138578348576,8.4,52.0,0,iPhone,55.0,22.1
924,28,Female,Middle East,High,Bachelor,Full-time Employee,4.13,63,322,34,13,7.0,10.733192741807692,2.2732729646594,4.572478317744031,12.0,4.67690543897415,8.1,45.0,0,Tablet,58.0,21.8
927,39,Female,Europe,High,High School,Full-time Employee,8.04,192,458,26,31,2.0,5.357910221865201,2.894130569204486,4.848606805513576,7.0,2.1859978077631275,7.0,5.0,0,iPhone,59.0,46.5
929,30,Female,Asia,Upper-Mid,Master,Full-time Employee,4.14,91,232,357,0,1.0,9.651539496267578,2.8054065341521,8.897657278511451,2.0,2.117512771602761,10.0,44.0,0,Laptop,81.0,21.5
930,34,Female,Asia,Upper-Mid,High School,Unemployed_Looking,4.96,83,269,304,105,4.0,7.967876248841279,4.042919888270325,7.7045920678376945,4.0,1.0,9.9,32.0,0,Laptop,65.29930112427833,24.5
931,41,Male,North America,Upper-Mid,High School,Full-time Employee,3.33,68,298,87,286,1.0,9.106371473696814,4.811892854563886,6.0,2.0,9.445184026541517,0.2,60.0,0,Tablet,59.0,20.9
932,34,Female,Europe,Low,Bachelor,Unemployed_Looking,8.74,178,295,71,37,3.0,7.38409352026504,2.01921621564877,8.434591927806249,12.0,1.0,8.8,59.0,0,Tablet,84.0,41.6
933,13,Female,South America,Lower-Mid,High School,Student,5.66,187,349,83,62,2.0,7.301333750972903,2.980187132875601,5.275264173262193,6.0,1.0,8.6,50.0,0,Android,51.0,35.5
934,29,Female,Middle East,High,Bachelor,Full-time Employee,1.43,33,171,253,124,3.0,7.942307414882588,4.93001863660765,8.928953934741312,0.0,1.0,8.6,64.0,0,Tablet,43.0,9.5
935,17,Female,North America,Low,High School,Student,7.89,154,442,84,217,6.0,6.583971246639885,1.1920946242920234,2.900621508858246,8.0,7.806074938481615,4.1,38.0,0,Android,69.0,40.2
936,37,Male,Asia,Upper-Mid,Master,Unemployed_Looking,7.59,149,230,12,0,3.0,8.119852651418839,1.930789779820825,6.0,10.0,4.996207765883069,4.1,57.0,0,Laptop,60.0,35.7
938,28,Male,North America,Upper-Mid,Master,Full-time Employee,6.5,96,79,158,208,2.0,8.749701612852885,4.865238258268827,3.0,4.0,1.0,9.1,55.0,0,Laptop,72.0,23.7
939,31,Male,Asia,Upper-Mid,PhD,Full-time Employee,12.14,240,466,93,132,2.0,6.807320911063897,1.0,13.0,16.0,5.083946614128432,4.6,42.0,0,Tablet,67.0,59.5
942,13,Female,Europe,Lower-Mid,High School,Student,6.45,122,413,136,227,6.0,8.028147172633583,4.236283300011444,7.107963883494416,5.0,1.0,8.0,41.0,0,iPhone,74.0,32.8
943,30,Male,Africa,Lower-Mid,Bachelor,Full-time Employee,2.3,36,267,151,0,3.0,9.878315744841906,2.9490310222962406,4.0,3.0,1.0,9.1,56.0,0,iPhone,72.0,13.6
948,20,Female,Europe,Low,High School,Part-time/Shift,5.8,117,98,132,21,7.0,7.504728387239217,2.3199965565553,8.031946343586956,12.0,2.5847005655145865,9.0,74.0,0,Laptop,58.0,23.9
951,17,Female,North America,Lower-Mid,High School,Student,4.88,133,268,114,162,3.0,5.320206543741255,2.9410591870066702,6.273024045965977,6.0,1.1867221343418826,9.5,64.0,0,Android,63.0,36.68415185296776
952,31,Male,Africa,Upper-Mid,Bachelor,Full-time Employee,6.97,152,80,61,0,1.0,6.145049203243997,1.8498928975884923,7.0,12.0,10.0,0.8,84.0,0,Android,69.0,29.9
953,18,Male,Africa,Low,Bachelor,Student,8.39,238,152,315,55,5.0,6.117699489588004,2.0934232047962205,9.0,14.0,3.880293549139785,8.4,68.0,0,iPhone,52.0,41.7
954,41,Female,Europe,High,Bachelor,Caregiver/Home,3.62,30,108,61,19,6.0,5.930317676449561,4.283976057864313,6.709333404738237,0.0,4.65737257536666,7.5,64.0,0,Laptop,65.29930112427833,12.9
956,27,Male,North America,Lower-Mid,PhD,Unemployed_Looking,6.9,101,301,35,0,4.0,9.385596123425133,3.077019737830924,2.0,5.0,2.952774120371643,8.2,38.0,0,Tablet,76.0,30.4
957,24,Female,South America,Low,Bachelor,Part-time/Shift,5.98,155,220,118,253,3.0,8.904475021397857,3.0770028507038893,5.396609960757193,8.0,1.0,9.8,68.0,0,Tablet,68.0,30.7
961,34,Female,North America,Lower-Mid,Master,Full-time Employee,4.59,79,275,95,5,2.0,8.683736266208044,3.939719600588203,7.735545225300385,5.0,1.0,8.5,54.0,0,Android,71.0,23.2
962,38,Male,Europe,Upper-Mid,Bachelor,Part-time/Shift,9.45,160,451,253,147,7.0,7.446388936929424,3.2751881836162,4.0,9.0,9.60105504412558,3.3,24.0,0,Tablet,78.0,46.3
963,47,Female,South America,Low,Master,Caregiver/Home,6.35,123,388,90,219,2.0,6.955384976815965,1.866319209268284,2.278322480364583,6.0,1.1667737928038282,8.8,37.0,0,Laptop,67.0,35.3
964,34,Male,Africa,High,Master,Part-time/Shift,6.42,146,151,221,153,2.0,7.691675265903616,2.880498934517124,5.0,5.0,6.140759184223543,6.9,52.0,0,Tablet,72.0,30.1
965,42,Male,South America,Low,Bachelor,Full-time Employee,5.0,63,248,108,149,4.0,9.75499726672864,5.0,6.0,4.0,1.0,6.5,46.0,0,iPhone,64.0,23.1
966,37,Female,Asia,High,High School,Full-time Employee,5.44,106,48,63,136,1.0,8.753206644134352,3.798315794729621,8.823562909571493,7.0,1.0,8.8,78.0,0,Tablet,79.0,21.8
967,36,Male,South America,Upper-Mid,High School,Full-time Employee,3.89,48,231,159,207,2.0,8.800563895162316,1.8960615157685496,8.0,11.0,10.0,0.4,41.59859976662777,0,Tablet,58.0,18.4
969,48,Male,Asia,Low,High School,Full-time Employee,6.02,82,87,147,151,2.0,6.3047179378187606,2.927433159384176,3.0,7.0,4.168723102378759,4.3,69.0,0,Android,65.0,23.6
970,23,Male,North America,Lower-Mid,Bachelor,Student,5.07,70,92,194,1,4.0,8.591111872492826,5.0,3.0,0.0,9.982390398890626,2.4,69.0,0,Laptop,51.0,18.5
971,14,Male,South America,Lower-Mid,High School,Student,7.22,217,322,381,25,6.0,7.482335810122883,3.1615226149934976,2.0,6.0,9.75278281438437,4.1,41.59859976662777,0,Tablet,66.0,40.7
972,19,Male,North America,Lower-Mid,Bachelor,Student,8.2,272,118,70,0,3.0,5.896892875453767,1.923599169039385,0.0,8.0,2.016254154481389,9.1,63.0,0,Laptop,58.0,43.2
974,28,Female,Europe,Upper-Mid,Bachelor,Unemployed_Looking,5.68,146,75,264,210,2.0,6.689152056441799,2.850589660688096,2.0,6.0,1.1204992568400574,8.6,55.0,0,iPhone,58.0,26.2
976,31,Female,Asia,Low,Master,Full-time Employee,8.54,242,513,116,43,5.0,6.248373678972112,3.1979976888352644,11.779873671558564,8.0,9.797517224241815,7.0,40.0,0,Tablet,46.0,52.9
978,46,Male,Africa,Upper-Mid,High School,Full-time Employee,7.42,148,527,94,78,1.0,7.731994841163391,2.8400026975796524,6.0,9.0,10.0,0.3,14.0,0,Tablet,41.0,44.1
980,27,Female,Europe,High,High School,Full-time Employee,6.57,113,682,56,216,1.0,7.130472322181929,3.8510168152933177,4.0,9.0,5.293156434604504,9.8,11.0,0,Android,73.0,40.5
981,26,Female,Middle East,Low,Master,Full-time Employee,5.79,138,150,113,242,4.0,6.892787419411463,4.066238929491987,5.018904076980692,7.0,1.0,9.9,69.0,0,Android,73.0,27.1
982,31,Female,Middle East,Upper-Mid,PhD,Part-time/Shift,2.14,36,533,98,0,4.0,8.966571393031014,5.0,6.420403711651601,0.0,1.0,9.8,17.0,0,Laptop,69.0,20.1
983,42,Male,Africa,High,High School,Full-time Employee,5.9,137,42,232,18,2.0,7.030140865896008,1.887233465435539,5.0,12.0,2.0292539827521856,5.0,54.0,0,iPhone,55.0,26.5
984,24,Male,Africa,Lower-Mid,Bachelor,Part-time/Shift,4.14,73,207,34,150,7.0,9.087779927386125,5.0,6.0,0.0,4.837161428581329,7.4,67.0,0,Laptop,65.0,19.2
985,32,Female,North America,Upper-Mid,High School,Part-time/Shift,1.27,27,115,171,92,3.0,9.232305009607662,5.0,10.259000958526691,0.0,1.0,8.2,76.0,0,iPhone,65.0,6.8
986,30,Female,Africa,Upper-Mid,High School,Part-time/Shift,4.8,131,149,39,202,1.0,7.470029596608117,3.849043251857826,4.970757549695067,4.0,1.0,8.1,52.0,0,Tablet,53.0,25.1
987,28,Female,North America,Upper-Mid,High School,Full-time Employee,7.06,171,152,154,86,6.0,8.658921962064941,3.111119739258318,0.0215470599086686,1.0,9.809205267904522,3.5,54.0,0,Android,80.0,33.0
988,17,Female,South America,Lower-Mid,High School,Part-time/Shift,9.52,170,158,131,269,2.0,4.443434249069643,1.0,8.623341714037863,16.0,5.226703231161126,7.5,52.0,0,Android,74.0,38.0
993,35,Male,Europe,Low,Master,Full-time Employee,8.53,142,116,137,156,4.0,6.416782687443299,3.053602598178805,5.0,15.0,6.947750611628981,5.7,63.0,0,Android,63.0,34.2
995,33,Female,North America,High,Master,Full-time Employee,9.38,135,210,108,146,3.0,7.988752964617284,1.89837636609645,7.578221758705188,6.0,9.012965688535925,0.8,57.0,0,iPhone,55.0,38.1
997,32,Female,Europe,Upper-Mid,High School,Full-time Employee,8.01,126,87,365,107,3.0,6.981320530208734,3.015625631294204,2.4056440735131965,6.0,10.0,0.1,46.0,0,iPhone,83.0,30.0
998,27,Female,South America,Lower-Mid,Master,Part-time/Shift,6.0,77,267,79,98,6.0,7.155680012862067,5.0,3.170208621467887,4.0,1.822717565446244,7.4,62.0,0,iPhone,71.0,25.6
999,31,Male,Africa,Lower-Mid,Bachelor,Full-time Employee,6.49,144,35,28,31,0.0,6.788929828421987,2.7899281764350783,6.0,5.0,10.0,1.8,82.0,0,iPhone,59.0,27.2
1001,36,Female,Asia,High,Bachelor,Caregiver/Home,9.66,197,357,119,111,5.0,8.435867912959642,1.1290920982146408,8.69203426169779,12.0,1.8127799267704177,6.418568102444702,37.0,0,Laptop,65.29930112427833,47.3
1002,14,Male,North America,Lower-Mid,High School,Student,3.68,95,253,37,67,2.0,6.760464654504671,3.846304329707337,1.0,0.0,10.0,0.6,48.0,0,Laptop,74.0,20.0
1004,34,Female,Africa,Upper-Mid,Bachelor,Full-time Employee,7.51,96,74,22,136,1.0,8.243735121761283,1.9050041942405973,11.57410463929521,14.0,1.32605413353487,9.5,82.0,0,Android,59.0,26.9
1006,29,Female,North America,Upper-Mid,Bachelor,Full-time Employee,7.17,135,103,22,34,3.0,7.275947488161911,3.90241474638421,9.155829241759443,6.0,1.0,9.1,81.0,0,Android,69.0,29.4
1008,45,Female,Asia,Upper-Mid,Bachelor,Caregiver/Home,8.37,168,310,36,24,2.0,6.24711586523738,2.887153415589193,10.56042477020723,9.0,6.106780779123661,8.4,41.0,0,Laptop,71.0,41.6
1009,23,Male,South America,Low,Master,Full-time Employee,6.09,118,512,371,138,0.0,8.362573328192713,1.718686820292708,3.0,14.0,2.255775246446021,3.5,0.0,0,iPhone,75.0,35.0
1010,28,Male,Europe,Lower-Mid,Bachelor,Full-time Employee,8.8,170,206,130,0,4.0,6.741962977859068,2.031474125947146,2.0,8.0,1.8919562468481528,8.7,56.0,0,Tablet,60.0,39.0
1012,28,Male,Asia,Lower-Mid,Master,Full-time Employee,7.32,92,106,168,122,2.0,5.8606320464288855,2.93306450741795,4.0,5.0,6.268189376692226,5.2,54.0,0,Android,67.0,26.0
1013,44,Male,Africa,Upper-Mid,Bachelor,Full-time Employee,6.72,82,477,41,97,3.0,7.349822211650568,3.992159933192545,2.0,6.0,2.1112655973352927,9.9,37.0,0,iPhone,86.0,34.2
1016,34,Female,Africa,Upper-Mid,Master,Full-time Employee,5.01,161,167,150,57,2.0,7.943167630321081,1.9389964469905097,8.916265677811479,8.0,4.21949185220339,2.7,57.0,0,iPhone,67.0,28.6
1017,24,Male,Europe,Upper-Mid,Bachelor,Student,6.58,186,267,341,0,2.0,7.184631362109078,1.0,2.0,10.0,8.088745788347738,0.7,14.0,0,iPhone,58.0,36.3
1018,20,Male,North America,Low,Bachelor,Student,4.36,100,121,119,42,3.0,9.46724330067008,3.975674847892906,7.0,8.0,8.021391327916875,8.9,69.0,0,Android,60.0,19.6
1019,23,Male,Africa,Low,Bachelor,Full-time Employee,8.87,200,583,46,203,2.0,5.782819677729424,1.0,8.0,14.0,8.064599133432282,7.0,32.0,0,Laptop,62.0,50.8
1020,34,Female,North America,Upper-Mid,Master,Full-time Employee,6.05,138,181,46,102,2.0,7.380839048515093,2.909419256624991,7.645392223841034,9.0,5.126953316031202,3.2,74.0,0,iPhone,69.0,29.4
1022,34,Female,Asia,Lower-Mid,Bachelor,Full-time Employee,4.62,107,288,47,0,5.0,6.619565271728725,3.172886602800061,3.3641740693993705,6.0,7.835020446872112,8.4,68.0,0,Android,59.0,26.3
1024,16,Male,Asia,Low,High School,Student,9.62,167,111,179,126,5.0,6.459904378201613,3.1112368364463268,4.0,11.0,1.7329405207089543,9.5,67.0,0,iPhone,86.0,36.4
1027,40,Male,South America,Low,Bachelor,Unemployed_Looking,8.82,216,135,5,113,1.0,7.25838379532919,1.7336206604151432,7.0,7.0,3.257839334137067,8.8,68.0,0,Tablet,65.0,42.1
1028,23,Male,North America,Lower-Mid,Bachelor,Full-time Employee,8.27,143,114,129,54,2.0,7.44083243939171,1.0,0.0,10.0,10.0,0.1,51.0,0,Android,66.0,32.4
1030,25,Male,Asia,Upper-Mid,Bachelor,Part-time/Shift,7.72,129,563,66,125,3.0,6.140767791889828,1.9071001970385413,3.0,8.0,3.0813696286721104,8.9,14.0,0,Tablet,55.0,41.9
1031,38,Male,Middle East,High,Master,Caregiver/Home,7.63,169,308,240,64,1.0,6.060191476493865,2.85010079347294,0.0,10.0,1.173526629816541,10.0,36.0,0,iPhone,62.0,39.6
1032,15,Female,South America,Low,High School,Student,5.04,174,120,165,0,5.0,8.508488086179362,5.0,3.4953996025098286,7.0,1.0,8.1,81.0,0,iPhone,48.0,27.4
1033,34,Female,Asia,Low,High School,Full-time Employee,4.97,101,239,280,218,0.0,6.550558734330991,2.796660791436309,5.212209907941951,6.0,7.401380444531211,6.4,44.0,0,Android,69.0,25.1
1035,24,Male,Europe,Low,Bachelor,Student,3.43,64,149,148,92,4.0,9.167113052835203,3.0472274000562787,3.0,0.0,1.0,9.8,66.0,0,iPhone,60.0,15.4
1037,29,Male,Asia,Upper-Mid,Master,Full-time Employee,5.16,53,229,330,0,0.0,8.720604520455389,2.6738606974444146,7.0,0.0,5.360291947437499,9.7,44.0,0,iPhone,53.0,21.3
1039,25,Female,Africa,Lower-Mid,Master,Full-time Employee,8.2,225,206,39,182,2.0,7.451440693595802,2.9176896753026784,10.782415119966128,7.0,2.053271934365992,9.5,55.0,0,Laptop,67.0,41.7
1040,30,Female,Asia,Lower-Mid,Bachelor,Full-time Employee,6.37,144,306,184,16,4.0,8.91579138235737,1.971460664003521,4.712335279202389,8.0,4.932029424084995,8.0,42.0,0,Laptop,75.0,33.3
1041,28,Female,Middle East,Upper-Mid,Master,Full-time Employee,6.76,226,486,198,3,2.0,8.11068920905465,1.0,7.198230262470707,12.0,2.1114353754402364,8.6,24.0,0,iPhone,82.0,36.68415185296776
1042,18,Male,Asia,Lower-Mid,Bachelor,Student,12.32,267,351,127,110,3.0,6.763985074454008,1.0,14.0,15.0,6.932246462204494,3.9,59.0,0,iPhone,65.29930112427833,58.3
1043,23,Female,South America,Low,Master,Student,4.64,89,446,383,193,6.0,8.397069228222668,4.182191471855006,7.344245292679011,2.0,4.582217783460089,7.3,17.0,0,Laptop,76.0,27.4
1045,24,Female,Africa,Lower-Mid,Bachelor,Student,6.76,139,180,127,49,1.0,6.918965296937407,1.8261940270199888,6.23261627609492,14.0,1.265809937269665,7.2,78.0,0,Android,63.0,36.68415185296776
1046,26,Female,Asia,Low,Master,Full-time Employee,6.72,58,209,141,165,4.0,8.593420281782691,4.162487165852021,8.620320887185002,0.0,9.930254582007892,9.6,46.0,0,Tablet,74.0,24.0
1047,37,Female,Asia,High,High School,Full-time Employee,6.74,95,101,116,0,1.0,7.596798882974607,3.792921882589734,10.27940470317692,6.0,10.0,0.0,86.0,0,Android,72.0,25.5
1049,42,Female,Middle East,Low,Bachelor,Full-time Employee,3.89,76,204,109,49,0.0,7.393654153892355,2.694772002862787,5.814908290393403,6.0,10.0,6.418568102444702,67.0,0,Android,80.0,20.0
1050,24,Male,Europe,Low,Master,Full-time Employee,2.97,84,206,30,148,6.0,7.620805642928428,4.222471587281906,5.0,6.0,2.749271046792853,9.6,50.0,0,Laptop,79.0,16.9
1051,39,Female,Africa,Lower-Mid,Master,Full-time Employee,9.17,183,87,66,135,2.0,7.617256377752164,1.9307318576881825,10.566322762804893,12.0,3.1340876647629985,7.2,84.0,0,Android,59.0,39.0
1052,16,Female,Europe,Low,High School,Student,5.39,155,100,106,58,2.0,7.135083291731365,2.8917350478458084,4.887196398199597,6.0,3.21803811900702,4.9,73.0,0,iPhone,69.0,25.6
1053,28,Female,Europe,Low,Bachelor,Full-time Employee,8.97,170,180,105,216,6.0,7.439679303939249,2.1968075230873474,6.470013731497133,7.0,1.6409529017808175,8.3,77.0,0,iPhone,65.29930112427833,38.4
1054,21,Male,Asia,Lower-Mid,Bachelor,Full-time Employee,7.92,162,222,183,129,3.0,8.30172959383602,2.008346750808653,0.0,14.0,1.0,8.3,43.0,0,Laptop,68.0,35.8
1055,49,Female,Africa,Low,High School,Caregiver/Home,3.75,98,284,105,80,7.0,7.824859553947404,2.3861517048916285,7.537678717894214,7.0,1.0,10.0,52.0,0,Tablet,59.0,24.8
1056,31,Female,Asia,Upper-Mid,High School,Part-time/Shift,9.34,212,559,73,0,3.0,5.4414485629900575,1.0,7.635669147033914,14.0,6.938323239669726,3.7,21.0,0,Tablet,58.0,53.1
1058,18,Female,Asia,Lower-Mid,Bachelor,Student,6.04,137,632,84,152,1.0,7.695026162313954,2.8027835096846343,4.482719054648653,10.0,1.0843084421315514,6.418568102444702,41.59859976662777,0,Android,77.0,39.0
1063,47,Female,North America,Lower-Mid,Bachelor,Caregiver/Home,6.57,45,103,109,71,5.0,9.530351750267863,5.0,3.5188100734674066,4.0,8.869442914659608,9.5,72.0,0,Android,76.0,21.7
1064,49,Male,Asia,High,High School,Unemployed_Looking,6.94,93,135,316,35,5.0,8.184227291165925,3.1499888756269603,3.0,8.0,1.0,8.4,35.0,0,iPhone,65.29930112427833,28.4
1067,44,Female,Europe,Low,Bachelor,Part-time/Shift,6.09,106,165,6,164,0.0,7.030708634490137,1.7316379230493124,7.230960812811279,11.0,1.409982267883721,8.0,51.0,0,iPhone,52.0,27.7
1068,22,Female,Europe,Low,High School,Full-time Employee,2.58,59,79,135,0,1.0,8.24049690119267,2.753748002083188,6.690104967821239,0.0,10.0,2.6,88.0,0,Tablet,77.0,10.6
1070,19,Male,Africa,Low,Bachelor,Unemployed_Looking,5.91,122,80,80,137,1.0,7.40157728857042,3.836345853575976,3.0,3.0,4.211876442803868,9.7,65.0,0,iPhone,68.0,23.7
1071,32,Male,South America,Upper-Mid,High School,Full-time Employee,5.95,121,268,73,62,2.0,7.315465650516977,3.8653975177859934,5.0,4.0,2.0162582524527566,9.6,65.0,0,iPhone,65.0,36.68415185296776
1072,28,Male,Asia,Upper-Mid,Bachelor,Full-time Employee,7.4,188,105,315,210,3.0,7.294217131088136,3.0565630082204267,2.0,7.0,5.079137021239308,7.3,55.0,0,Android,70.0,34.3
